PROFILE   1 (  1)  column H2O  40.726 kg/m**2  column O3 276.354 DU            
 12  23.27    35.51 226.06 4.84E-06 3.60E-04 3.86E-06 1.93E-07 1.34E-08 1.17E-06 2.09E-01 7.81E-01
 13  21.66    45.29 225.28 4.75E-06 3.60E-04 3.07E-06 2.10E-07 1.25E-08 1.29E-06 2.09E-01 7.81E-01
 14  20.17    56.73 225.20 4.63E-06 3.60E-04 2.26E-06 2.32E-07 1.31E-08 1.41E-06 2.09E-01 7.81E-01
 15  18.79    69.97 225.20 4.45E-06 3.60E-04 1.62E-06 2.55E-07 1.60E-08 1.49E-06 2.09E-01 7.81E-01
 16  17.49    85.18 225.20 4.19E-06 3.60E-04 1.16E-06 2.72E-07 2.19E-08 1.53E-06 2.09E-01 7.81E-01
 17  16.30   102.05 225.20 4.02E-06 3.60E-04 9.02E-07 2.84E-07 2.85E-08 1.57E-06 2.09E-01 7.81E-01
 18  15.12   122.04 225.20 4.00E-06 3.60E-04 7.33E-07 2.93E-07 3.77E-08 1.60E-06 2.09E-01 7.81E-01
 19  14.04   143.84 225.20 4.08E-06 3.60E-04 6.07E-07 2.99E-07 4.92E-08 1.62E-06 2.09E-01 7.81E-01
 20  13.02   167.95 225.20 4.65E-06 3.60E-04 5.06E-07 3.04E-07 6.28E-08 1.64E-06 2.09E-01 7.81E-01
 21  12.05   194.36 225.20 6.63E-06 3.60E-04 4.11E-07 3.09E-07 7.63E-08 1.66E-06 2.09E-01 7.81E-01
 22  11.15   222.94 225.20 1.20E-05 3.60E-04 3.15E-07 3.13E-07 8.73E-08 1.67E-06 2.09E-01 7.81E-01
 23  10.30   253.71 225.72 2.92E-05 3.60E-04 2.28E-07 3.16E-07 9.61E-08 1.68E-06 2.09E-01 7.81E-01
 24   9.49   286.60 229.03 7.51E-05 3.60E-04 1.68E-07 3.19E-07 1.04E-07 1.69E-06 2.09E-01 7.81E-01
 25   8.72   321.50 233.88 1.72E-04 3.60E-04 1.25E-07 3.20E-07 1.12E-07 1.69E-06 2.09E-01 7.81E-01
 26   7.98   358.28 239.13 3.64E-04 3.60E-04 9.82E-08 3.20E-07 1.18E-07 1.70E-06 2.09E-01 7.81E-01
 27   7.26   396.81 244.16 6.42E-04 3.60E-04 8.14E-08 3.20E-07 1.23E-07 1.70E-06 2.09E-01 7.81E-01
 28   6.58   436.95 248.99 9.76E-04 3.60E-04 7.23E-08 3.20E-07 1.26E-07 1.70E-06 2.09E-01 7.81E-01
 29   5.91   478.54 253.67 1.39E-03 3.60E-04 6.40E-08 3.20E-07 1.29E-07 1.70E-06 2.09E-01 7.81E-01
 30   5.28   521.46 257.97 1.92E-03 3.60E-04 5.67E-08 3.20E-07 1.30E-07 1.70E-06 2.09E-01 7.81E-01
 31   4.66   565.54 261.83 2.55E-03 3.60E-04 5.04E-08 3.20E-07 1.31E-07 1.70E-06 2.09E-01 7.81E-01
 32   4.08   610.60 265.15 3.25E-03 3.60E-04 4.56E-08 3.20E-07 1.31E-07 1.70E-06 2.09E-01 7.81E-01
